apartment_id,tower_id,block_name,floor_number,unit_number,apartment_type,square_feet,occupancy_status,purchase_year,dataset_version
T01-F14-U07,T01,A,14.0,7,1BHK,591.0,Occupied,2014.0,v1.0.0
T01-F14-U08,T01,A,14.0,8,1BHK,664.0,Occupied,2014.0,v1.0.0
T01-F15-U01,T01,A,15.0,1,3BHK,1323.0,Vacant,2007.0,v1.0.0
T01-F15-U02,T01,A,15.0,2,3BHK,1430.0,Occupied,2002.0,v1.0.0
T01-F15-U03,T01,A,15.0,3,2BHK,873.0,Occupied,2000.0,v1.0.0
T01-F15-U04,T01,A,15.0,4,2BHK,1001.0,Occupied,2017.0,v1.0.0
T01-F15-U05,T01,A,15.0,5,2BHK,817.0,Occupied,2018.0,v1.0.0
T01-F15-U06,T01,A,15.0,6,1BHK,512.0,Occupied,2000.0,v1.0.0
T01-F15-U07,T01,A,15.0,7,1BHK,436.0,Occupied,2022.0,v1.0.0
T01-F15-U08,T01,A,15.0,8,1BHK,430.0,Vacant,2007.0,v1.0.0
T01-F16-U01,T01,A,16.0,1,3BHK,1269.0,Occupied,2001.0,v1.0.0
T01-F16-U02,T01,A,16.0,2,3BHK,1538.0,Vacant,2002.0,v1.0.0
T01-F16-U03,T01,A,16.0,3,2BHK,963.0,Occupied,2007.0,v1.0.0
T01-F16-U04,T01,A,16.0,4,2BHK,842.0,Occupied,2021.0,v1.0.0
T01-F16-U05,T01,A,16.0,5,2BHK,948.0,Occupied,2006.0,v1.0.0
T01-F16-U06,T01,A,16.0,6,1BHK,676.0,Occupied,2004.0,v1.0.0
T01-F16-U07,T01,A,16.0,7,1BHK,692.0,Occupied,2018.0,v1.0.0
T01-F16-U08,T01,A,16.0,8,1BHK,642.0,Vacant,2007.0,v1.0.0
T01-F17-U01,T01,A,17.0,1,3BHK,1684.0,Occupied,2013.0,v1.0.0
T01-F17-U02,T01,A,17.0,2,3BHK,1394.0,Occupied,2003.0,v1.0.0
T01-F17-U03,T01,A,17.0,3,2BHK,749.0,Occupied,2021.0,v1.0.0
T01-F17-U04,T01,A,17.0,4,,920.0,Occupied,2011.0,v1.0.0
T01-F17-U05,T01,A,17.0,5,2BHK,916.0,Occupied,2013.0,v1.0.0
T01-F17-U06,T01,A,17.0,6,1BHK,639.0,Occupied,2023.0,v1.0.0
T01-F17-U07,T01,A,17.0,7,1BHK,427.0,Occupied,2021.0,v1.0.0
T01-F17-U08,T01,A,17.0,8,1BHK,450.0,Occupied,2001.0,v1.0.0
T01-F18-U01,T01,A,18.0,1,3BHK,1612.0,Occupied,2023.0,v1.0.0
T01-F18-U02,T01,A,18.0,2,3BHK,1547.0,Occupied,2003.0,v1.0.0
T01-F18-U03,T01,A,18.0,3,2BHK,827.0,Occupied,2006.0,v1.0.0
T01-F18-U04,T01,A,18.0,4,2BHK,797.0,Vacant,2017.0,v1.0.0
T01-F18-U05,T01,A,18.0,5,2BHK,929.0,Occupied,2004.0,v1.0.0
T01-F18-U06,T01,A,18.0,6,1BHK,616.0,Occupied,2005.0,v1.0.0
T01-F18-U07,T01,A,18.0,7,1BHK,542.0,Occupied,2014.0,v1.0.0
T01-F18-U08,T01,A,18.0,8,1BHK,527.0,Occupied,2002.0,v1.0.0
T01-F19-U01,T01,A,19.0,1,3BHK,1653.0,Occupied,2017.0,v1.0.0
T01-F19-U02,T01,A,19.0,2,3BHK,1300.0,Vacant,2001.0,v1.0.0
T01-F19-U03,T01,A,19.0,3,2BHK,1033.0,Occupied,2017.0,v1.0.0
T01-F19-U04,T01,A,19.0,4,2BHK,1128.0,Occupied,2000.0,v1.0.0
T01-F19-U05,T01,A,19.0,5,2BHK,1196.0,Occupied,2002.0,v1.0.0
T01-F19-U06,T01,A,19.0,6,1BHK,521.0,Occupied,2005.0,v1.0.0
T01-F19-U07,T01,A,19.0,7,1BHK,608.0,Occupied,2015.0,v1.0.0
T01-F19-U08,T01,A,19.0,8,1BHK,646.0,Occupied,2006.0,v1.0.0
T01-F20-U01,T01,A,20.0,1,Penthouse,2210.0,Vacant,2001.0,v1.0.0
T01-F20-U02,T01,A,20.0,2,Penthouse,1968.0,Occupied,2012.0,v1.0.0
T01-F20-U03,T01,A,20.0,3,2BHK,,Occupied,2012.0,v1.0.0
T01-F20-U04,T01,A,20.0,4,2BHK,835.0,Occupied,2014.0,v1.0.0
T01-F20-U05,T01,A,20.0,5,2BHK,846.0,Occupied,2013.0,v1.0.0
T01-F20-U06,T01,A,20.0,6,1BHK,684.0,Occupied,2021.0,v1.0.0
T01-F20-U07,T01,A,20.0,7,1BHK,649.0,Occupied,2004.0,v1.0.0
T01-F20-U08,T01,A,20.0,8,1BHK,497.0,Occupied,2009.0,v1.0.0
T02-F01-U01,T02,B,1.0,1,3BHK,1422.0,Occupied,2001.0,v1.0.0
T02-F01-U02,T02,B,1.0,2,3BHK,1793.0,Occupied,2023.0,v1.0.0
T02-F01-U03,T02,B,1.0,3,2BHK,977.0,Occupied,2001.0,v1.0.0
T02-F01-U04,T02,B,1.0,4,,1082.0,Occupied,2010.0,v1.0.0
T02-F01-U05,T02,B,1.0,5,2BHK,729.0,Occupied,2001.0,v1.0.0
T02-F01-U06,T02,B,1.0,6,1BHK,699.0,Vacant,2015.0,v1.0.0
T02-F01-U07,T02,B,1.0,7,1BHK,657.0,Occupied,2016.0,v1.0.0
T02-F01-U08,T02,B,1.0,8,1BHK,480.0,Occupied,2001.0,v1.0.0
T02-F02-U01,T02,B,2.0,1,3BHK,1720.0,Occupied,2002.0,v1.0.0
T02-F02-U02,T02,B,2.0,2,3BHK,1390.0,Vacant,2002.0,v1.0.0
T02-F02-U03,T02,B,2.0,3,2BHK,1004.0,,2002.0,v1.0.0
T02-F02-U04,T02,B,2.0,4,2BHK,1045.0,Occupied,2007.0,v1.0.0
T02-F02-U05,T02,B,,5,2BHK,906.0,Occupied,2003.0,v1.0.0
T02-F02-U06,T02,B,2.0,6,1BHK,691.0,Occupied,2007.0,v1.0.0
T02-F02-U07,T02,B,2.0,7,1BHK,696.0,Occupied,2019.0,v1.0.0
T02-F02-U08,T02,B,2.0,8,1BHK,420.0,Occupied,2019.0,v1.0.0
T02-F03-U01,T02,B,3.0,1,3BHK,1283.0,Vacant,2013.0,v1.0.0
T02-F03-U02,T02,B,3.0,2,3BHK,1797.0,Occupied,2018.0,v1.0.0
T02-F03-U03,T02,B,3.0,3,2BHK,967.0,Vacant,2010.0,v1.0.0
T02-F03-U04,T02,B,3.0,4,2BHK,1178.0,Occupied,2008.0,v1.0.0
T02-F03-U05,T02,B,3.0,5,2BHK,804.0,,2021.0,v1.0.0
T02-F03-U06,T02,B,3.0,6,1BHK,560.0,Occupied,,v1.0.0
T02-F03-U07,T02,B,3.0,7,1BHK,535.0,Occupied,2012.0,v1.0.0
T02-F03-U08,T02,B,3.0,8,1BHK,467.0,Occupied,2021.0,v1.0.0
T02-F04-U01,T02,B,4.0,1,3BHK,1507.0,Occupied,2014.0,v1.0.0
T02-F04-U02,T02,B,4.0,2,3BHK,1523.0,Occupied,2002.0,v1.0.0
T02-F04-U03,T02,B,4.0,3,2BHK,704.0,Occupied,2014.0,v1.0.0
T02-F04-U04,T02,B,4.0,4,2BHK,1018.0,Occupied,2018.0,v1.0.0
T02-F04-U05,T02,B,4.0,5,2BHK,751.0,Occupied,2002.0,v1.0.0
T02-F04-U06,T02,B,4.0,6,1BHK,675.0,Occupied,2006.0,v1.0.0
T02-F04-U07,T02,B,4.0,7,1BHK,659.0,Occupied,2008.0,v1.0.0
T02-F04-U08,T02,B,4.0,8,1BHK,467.0,,2011.0,v1.0.0
T02-F05-U01,T02,B,5.0,1,3BHK,1270.0,Occupied,2007.0,v1.0.0
T02-F05-U02,T02,B,5.0,2,3BHK,,Vacant,2009.0,v1.0.0
T02-F05-U03,T02,B,5.0,3,,780.0,Occupied,2014.0,v1.0.0
T02-F05-U04,T02,B,5.0,4,2BHK,1126.0,Occupied,2017.0,v1.0.0
T02-F05-U05,T02,B,5.0,5,2BHK,1060.0,Occupied,2009.0,v1.0.0
T02-F05-U06,T02,B,5.0,6,1BHK,670.0,Occupied,2000.0,v1.0.0
T02-F05-U07,T02,B,5.0,7,1BHK,683.0,Occupied,2009.0,v1.0.0
T02-F05-U08,T02,B,5.0,8,1BHK,453.0,Occupied,2004.0,v1.0.0
T02-F06-U01,T02,B,6.0,1,3BHK,1470.0,Occupied,2003.0,v1.0.0
T02-F06-U02,T02,B,6.0,2,3BHK,1309.0,Occupied,2023.0,v1.0.0
T02-F06-U03,T02,B,6.0,3,2BHK,983.0,Occupied,2004.0,v1.0.0
T02-F06-U04,T02,B,6.0,4,2BHK,839.0,Occupied,2009.0,v1.0.0
T02-F06-U05,T02,B,,5,2BHK,1009.0,Occupied,2006.0,v1.0.0
T02-F06-U06,T02,B,6.0,6,1BHK,575.0,Occupied,2006.0,v1.0.0
T02-F06-U07,T02,B,6.0,7,1BHK,535.0,Occupied,2016.0,v1.0.0
T02-F06-U08,T02,B,6.0,8,1BHK,650.0,Vacant,2008.0,v1.0.0
T02-F07-U01,T02,B,7.0,1,3BHK,1252.0,Occupied,2002.0,v1.0.0
T02-F07-U02,T02,B,,2,3BHK,1633.0,Occupied,2008.0,v1.0.0
T02-F07-U03,T02,B,7.0,3,2BHK,722.0,Occupied,2000.0,v1.0.0
T02-F07-U04,T02,B,7.0,4,2BHK,870.0,Occupied,2004.0,v1.0.0
T02-F07-U05,T02,B,7.0,5,2BHK,1026.0,Occupied,2008.0,v1.0.0
T02-F07-U06,T02,B,7.0,6,1BHK,482.0,Occupied,2023.0,v1.0.0
T02-F07-U07,T02,B,7.0,7,1BHK,626.0,Occupied,2017.0,v1.0.0
T02-F07-U08,T02,B,7.0,8,1BHK,618.0,Vacant,2017.0,v1.0.0
T02-F08-U01,T02,B,8.0,1,3BHK,1209.0,Occupied,2003.0,v1.0.0
T02-F08-U02,T02,B,8.0,2,3BHK,1277.0,Occupied,2022.0,v1.0.0
T02-F08-U03,T02,B,8.0,3,2BHK,1162.0,Occupied,2004.0,v1.0.0
T02-F08-U04,T02,B,8.0,4,2BHK,979.0,Occupied,2001.0,v1.0.0
T02-F08-U05,T02,B,8.0,5,2BHK,1127.0,Occupied,2011.0,v1.0.0
T02-F08-U06,T02,B,8.0,6,1BHK,698.0,Occupied,2017.0,v1.0.0
T02-F08-U07,T02,B,8.0,7,1BHK,475.0,Occupied,2013.0,v1.0.0
T02-F08-U08,T02,B,8.0,8,1BHK,465.0,Occupied,2001.0,v1.0.0
T02-F09-U01,T02,B,9.0,1,3BHK,1515.0,Vacant,2011.0,v1.0.0
T02-F09-U02,T02,B,9.0,2,3BHK,1240.0,Vacant,2011.0,v1.0.0
T02-F09-U03,T02,B,9.0,3,2BHK,807.0,Occupied,2021.0,v1.0.0
T02-F09-U04,T02,B,9.0,4,2BHK,827.0,Occupied,2021.0,v1.0.0
T02-F09-U05,T02,B,9.0,5,2BHK,752.0,Vacant,2011.0,v1.0.0
T02-F09-U06,T02,B,9.0,6,1BHK,686.0,Occupied,2013.0,v1.0.0
T02-F09-U07,T02,B,9.0,7,1BHK,479.0,Vacant,,v1.0.0
T02-F09-U08,T02,B,9.0,8,1BHK,483.0,Occupied,2005.0,v1.0.0
T02-F10-U01,T02,B,10.0,1,3BHK,1622.0,Occupied,2000.0,v1.0.0
T02-F10-U02,T02,B,10.0,2,3BHK,1383.0,Vacant,2023.0,v1.0.0
T02-F10-U03,T02,B,10.0,3,2BHK,1173.0,Occupied,2010.0,v1.0.0
T02-F10-U04,T02,B,10.0,4,2BHK,1100.0,Vacant,2013.0,v1.0.0
T02-F10-U05,T02,B,10.0,5,2BHK,1110.0,,2021.0,v1.0.0
T02-F10-U06,T02,B,10.0,6,1BHK,527.0,Vacant,2008.0,v1.0.0
T02-F10-U07,T02,B,10.0,7,1BHK,,Occupied,2022.0,v1.0.0
T02-F10-U08,T02,B,10.0,8,1BHK,455.0,Occupied,2012.0,v1.0.0
T02-F11-U01,T02,B,11.0,1,3BHK,1239.0,Occupied,2015.0,v1.0.0
T02-F11-U02,T02,B,11.0,2,3BHK,,Occupied,2006.0,v1.0.0
T02-F11-U03,T02,B,,3,2BHK,1118.0,Occupied,2014.0,v1.0.0
T02-F11-U04,T02,B,,4,2BHK,879.0,Occupied,2009.0,v1.0.0
T02-F11-U05,T02,B,11.0,5,2BHK,1120.0,Occupied,2007.0,v1.0.0
T02-F11-U06,T02,B,11.0,6,1BHK,514.0,Occupied,2000.0,v1.0.0
T02-F11-U07,T02,B,11.0,7,1BHK,498.0,Occupied,2012.0,v1.0.0
T02-F11-U08,T02,B,11.0,8,1BHK,568.0,Vacant,2008.0,v1.0.0
T02-F12-U01,T02,B,12.0,1,3BHK,1271.0,Occupied,2008.0,v1.0.0
T02-F12-U02,T02,B,12.0,2,3BHK,1559.0,Vacant,2020.0,v1.0.0
T02-F12-U03,T02,B,12.0,3,2BHK,960.0,Occupied,2012.0,v1.0.0
T02-F12-U04,T02,B,12.0,4,2BHK,1047.0,Occupied,2017.0,v1.0.0
T02-F12-U05,T02,B,12.0,5,2BHK,869.0,Occupied,2000.0,v1.0.0
T02-F12-U06,T02,B,,6,1BHK,459.0,Occupied,2008.0,v1.0.0
T02-F12-U07,T02,B,12.0,7,1BHK,491.0,Occupied,2018.0,v1.0.0
T02-F12-U08,T02,B,12.0,8,1BHK,535.0,Occupied,2001.0,v1.0.0
T02-F13-U01,T02,B,13.0,1,,1311.0,Occupied,2019.0,v1.0.0
T02-F13-U02,T02,B,13.0,2,3BHK,1644.0,Occupied,,v1.0.0
T02-F13-U03,T02,B,13.0,3,2BHK,1073.0,Occupied,2010.0,v1.0.0
T02-F13-U04,T02,B,13.0,4,2BHK,923.0,Occupied,2019.0,v1.0.0
T02-F13-U05,T02,B,13.0,5,2BHK,961.0,Occupied,2003.0,v1.0.0
T02-F13-U06,T02,B,13.0,6,1BHK,597.0,Occupied,2018.0,v1.0.0
T02-F13-U07,T02,B,13.0,7,1BHK,497.0,Occupied,2008.0,v1.0.0
T02-F13-U08,T02,B,13.0,8,1BHK,422.0,Vacant,2022.0,v1.0.0
T02-F14-U01,T02,B,14.0,1,3BHK,1646.0,Occupied,2000.0,v1.0.0
T02-F14-U02,T02,B,14.0,2,3BHK,1732.0,Vacant,2017.0,v1.0.0
T02-F14-U03,T02,B,14.0,3,2BHK,1051.0,Occupied,2023.0,v1.0.0
T02-F14-U04,T02,B,14.0,4,2BHK,1181.0,Vacant,2023.0,v1.0.0
T02-F14-U05,T02,B,14.0,5,2BHK,1077.0,Occupied,2021.0,v1.0.0
T02-F14-U06,T02,B,,6,1BHK,500.0,Occupied,2011.0,v1.0.0
T02-F14-U07,T02,B,14.0,7,1BHK,620.0,Occupied,2002.0,v1.0.0
T02-F14-U08,T02,B,14.0,8,1BHK,569.0,Occupied,2019.0,v1.0.0
T02-F15-U01,T02,B,15.0,1,3BHK,1521.0,Occupied,2021.0,v1.0.0
T02-F15-U02,T02,B,15.0,2,3BHK,1327.0,Vacant,2023.0,v1.0.0
T02-F15-U03,T02,B,15.0,3,2BHK,1160.0,Occupied,2009.0,v1.0.0
T02-F15-U04,T02,B,15.0,4,,959.0,Occupied,2009.0,v1.0.0
T02-F15-U05,T02,B,15.0,5,2BHK,1041.0,Occupied,2013.0,v1.0.0
T02-F15-U06,T02,B,15.0,6,1BHK,567.0,Occupied,2012.0,v1.0.0
T02-F15-U07,T02,B,15.0,7,1BHK,551.0,Vacant,2017.0,v1.0.0
T02-F15-U08,T02,B,15.0,8,1BHK,465.0,Occupied,2006.0,v1.0.0
T02-F16-U01,T02,B,16.0,1,3BHK,1630.0,Vacant,2021.0,v1.0.0
T02-F16-U02,T02,B,16.0,2,3BHK,1588.0,Occupied,2021.0,v1.0.0
T02-F16-U03,T02,B,16.0,3,2BHK,1083.0,Occupied,2005.0,v1.0.0
T02-F16-U04,T02,B,16.0,4,2BHK,1015.0,Vacant,2018.0,v1.0.0
T02-F16-U05,T02,B,16.0,5,2BHK,854.0,Occupied,2012.0,v1.0.0
T02-F16-U06,T02,B,16.0,6,1BHK,680.0,Occupied,2000.0,v1.0.0
T02-F16-U07,T02,B,16.0,7,1BHK,555.0,Occupied,,v1.0.0
T02-F16-U08,T02,B,16.0,8,1BHK,507.0,Occupied,2013.0,v1.0.0
T02-F17-U01,T02,B,17.0,1,3BHK,1793.0,Occupied,2019.0,v1.0.0
T02-F17-U02,T02,B,17.0,2,3BHK,1529.0,Occupied,2014.0,v1.0.0
T02-F17-U03,T02,B,17.0,3,2BHK,926.0,Occupied,2014.0,v1.0.0
T02-F17-U04,T02,B,17.0,4,2BHK,1045.0,Occupied,2006.0,v1.0.0
T02-F17-U05,T02,B,17.0,5,,961.0,Occupied,,v1.0.0
T02-F17-U06,T02,B,17.0,6,1BHK,486.0,Occupied,2021.0,v1.0.0
T02-F17-U07,T02,B,17.0,7,1BHK,443.0,,2009.0,v1.0.0
T02-F17-U08,T02,B,17.0,8,1BHK,663.0,Occupied,2021.0,v1.0.0
T02-F18-U01,T02,B,18.0,1,3BHK,1543.0,Occupied,2002.0,v1.0.0
T02-F18-U02,T02,B,18.0,2,3BHK,1440.0,Occupied,,v1.0.0
T02-F18-U03,T02,B,18.0,3,2BHK,858.0,Occupied,2007.0,v1.0.0
T02-F18-U04,T02,B,18.0,4,2BHK,1112.0,Occupied,2006.0,v1.0.0
T02-F18-U05,T02,B,18.0,5,2BHK,775.0,Occupied,2000.0,v1.0.0
T02-F18-U06,T02,B,18.0,6,1BHK,423.0,Occupied,2007.0,v1.0.0
T02-F18-U07,T02,B,18.0,7,1BHK,643.0,Occupied,2019.0,v1.0.0
