apartment_id,tower_id,block_name,floor_number,unit_number,apartment_type,square_feet,occupancy_status,purchase_year,dataset_version
t02-f13-u03,t02,b,13.0,3,2bhk,1073.0,occupied,2010.0,v1.0.0
t02-f13-u04,t02,b,13.0,4,2bhk,923.0,occupied,2019.0,v1.0.0
t02-f13-u05,t02,b,13.0,5,2bhk,961.0,occupied,2003.0,v1.0.0
t02-f13-u06,t02,b,13.0,6,1bhk,597.0,occupied,2018.0,v1.0.0
t02-f13-u07,t02,b,13.0,7,1bhk,497.0,occupied,2008.0,v1.0.0
t02-f13-u08,t02,b,13.0,8,1bhk,422.0,vacant,2022.0,v1.0.0
t02-f14-u01,t02,b,14.0,1,3bhk,1646.0,occupied,2000.0,v1.0.0
t02-f14-u02,t02,b,14.0,2,3bhk,1732.0,vacant,2017.0,v1.0.0
t02-f14-u03,t02,b,14.0,3,2bhk,1051.0,occupied,2023.0,v1.0.0
t02-f14-u04,t02,b,14.0,4,2bhk,1181.0,vacant,2023.0,v1.0.0
t02-f14-u05,t02,b,14.0,5,2bhk,1077.0,occupied,2021.0,v1.0.0
t02-f14-u06,t02,b,11.0,6,1bhk,500.0,occupied,2011.0,v1.0.0
t02-f14-u07,t02,b,14.0,7,1bhk,620.0,occupied,2002.0,v1.0.0
t02-f14-u08,t02,b,14.0,8,1bhk,569.0,occupied,2019.0,v1.0.0
t02-f15-u01,t02,b,15.0,1,3bhk,1521.0,occupied,2021.0,v1.0.0
t02-f15-u02,t02,b,15.0,2,3bhk,1327.0,vacant,2023.0,v1.0.0
t02-f15-u03,t02,b,15.0,3,2bhk,1160.0,occupied,2009.0,v1.0.0
t02-f15-u04,t02,b,15.0,4,1bhk,959.0,occupied,2009.0,v1.0.0
t02-f15-u05,t02,b,15.0,5,2bhk,1041.0,occupied,2013.0,v1.0.0
t02-f15-u06,t02,b,15.0,6,1bhk,567.0,occupied,2012.0,v1.0.0
t02-f15-u07,t02,b,15.0,7,1bhk,551.0,vacant,2017.0,v1.0.0
t02-f15-u08,t02,b,15.0,8,1bhk,465.0,occupied,2006.0,v1.0.0
t02-f16-u01,t02,b,16.0,1,3bhk,1630.0,vacant,2021.0,v1.0.0
t02-f16-u02,t02,b,16.0,2,3bhk,1588.0,occupied,2021.0,v1.0.0
t02-f16-u03,t02,b,16.0,3,2bhk,1083.0,occupied,2005.0,v1.0.0
t02-f16-u04,t02,b,16.0,4,2bhk,1015.0,vacant,2018.0,v1.0.0
t02-f16-u05,t02,b,16.0,5,2bhk,854.0,occupied,2012.0,v1.0.0
t02-f16-u06,t02,b,16.0,6,1bhk,680.0,occupied,2000.0,v1.0.0
t02-f16-u07,t02,b,16.0,7,1bhk,555.0,occupied,2011.0,v1.0.0
t02-f16-u08,t02,b,16.0,8,1bhk,507.0,occupied,2013.0,v1.0.0
t02-f17-u01,t02,b,17.0,1,3bhk,1793.0,occupied,2019.0,v1.0.0
t02-f17-u02,t02,b,17.0,2,3bhk,1529.0,occupied,2014.0,v1.0.0
t02-f17-u03,t02,b,17.0,3,2bhk,926.0,occupied,2014.0,v1.0.0
t02-f17-u04,t02,b,17.0,4,2bhk,1045.0,occupied,2006.0,v1.0.0
t02-f17-u05,t02,b,17.0,5,1bhk,961.0,occupied,2011.0,v1.0.0
t02-f17-u06,t02,b,17.0,6,1bhk,486.0,occupied,2021.0,v1.0.0
t02-f17-u07,t02,b,17.0,7,1bhk,443.0,occupied,2009.0,v1.0.0
t02-f17-u08,t02,b,17.0,8,1bhk,663.0,occupied,2021.0,v1.0.0
t02-f18-u01,t02,b,18.0,1,3bhk,1543.0,occupied,2002.0,v1.0.0
t02-f18-u02,t02,b,18.0,2,3bhk,1440.0,occupied,2011.0,v1.0.0
t02-f18-u03,t02,b,18.0,3,2bhk,858.0,occupied,2007.0,v1.0.0
t02-f18-u04,t02,b,18.0,4,2bhk,1112.0,occupied,2006.0,v1.0.0
t02-f18-u05,t02,b,18.0,5,2bhk,775.0,occupied,2000.0,v1.0.0
t02-f18-u06,t02,b,18.0,6,1bhk,423.0,occupied,2007.0,v1.0.0
t02-f18-u07,t02,b,18.0,7,1bhk,643.0,occupied,2019.0,v1.0.0
t02-f18-u08,t02,b,18.0,8,1bhk,437.0,vacant,2014.0,v1.0.0
t02-f19-u01,t02,b,19.0,1,3bhk,1624.0,occupied,2020.0,v1.0.0
