failure_id,asset_id,failure_date,failure_type,downtime_hours,dataset_version
flr-000125,ast-00186,2026-02-08,mechanical,88.02,v1.0.0
flr-000126,ast-00012,2018-12-28,software,58.83,v1.0.0
flr-000127,ast-00415,2023-03-29,mechanical,33.32,v1.0.0
flr-000128,ast-00075,2026-05-19,wear & tear,159.76,v1.0.0
flr-000129,ast-00357,2025-07-03,mechanical,30.51,v1.0.0
flr-000130,ast-00193,2011-01-29,electrical,134.14,v1.0.0
flr-000131,ast-00255,2016-04-28,wear & tear,101.33,v1.0.0
flr-000132,ast-00109,2025-04-14,software,60.97,v1.0.0
flr-000133,ast-00041,2026-01-01,wear & tear,131.14,v1.0.0
flr-000134,ast-00036,2015-10-13,wear & tear,134.12,v1.0.0
flr-000135,ast-00321,2011-06-14,wear & tear,38.78,v1.0.0
flr-000136,ast-00060,2025-02-11,mechanical,87.01,v1.0.0
flr-000137,ast-00099,2025-06-11,mechanical,261.56,v1.0.0
flr-000138,ast-00333,2017-09-10,electrical,213.64,v1.0.0
flr-000139,ast-00262,2013-09-21,electrical,83.43,v1.0.0
flr-000140,ast-00375,2013-05-27,electrical,66.7,v1.0.0
flr-000141,ast-00265,2011-06-12,mechanical,299.46,v1.0.0
flr-000142,ast-00018,2023-12-16,mechanical,125.51,v1.0.0
flr-000143,ast-00254,2024-12-28,mechanical,318.78,v1.0.0
flr-000144,ast-00427,2019-08-04,electrical,273.16,v1.0.0
flr-000145,ast-00207,2025-08-02,software,174.17,v1.0.0
flr-000146,ast-00153,2010-06-27,electrical,78.02,v1.0.0
flr-000147,ast-00374,2011-04-01,mechanical,57.57,v1.0.0
flr-000148,ast-00089,2022-12-17,mechanical,133.91,v1.0.0
flr-000149,ast-00075,2022-05-13,mechanical,15.62,v1.0.0
flr-000150,ast-00235,2020-05-20,mechanical,121.87,v1.0.0
flr-000151,ast-00074,2019-04-05,wear & tear,189.14,v1.0.0
flr-000152,ast-00084,2026-02-20,wear & tear,147.74,v1.0.0
flr-000153,ast-00249,2018-12-06,mechanical,85.28,v1.0.0
flr-000154,ast-00452,2020-02-12,electrical,185.34,v1.0.0
flr-000155,ast-00355,2025-10-09,mechanical,34.33,v1.0.0
flr-000156,ast-00024,2019-08-30,mechanical,245.91,v1.0.0
flr-000157,ast-00191,2024-10-29,software,200.95,v1.0.0
flr-000158,ast-00158,2026-05-19,mechanical,52.18,v1.0.0
flr-000159,ast-00349,2022-05-15,wear & tear,8.77,v1.0.0
flr-000160,ast-00315,2021-10-14,mechanical,169.68,v1.0.0
flr-000161,ast-00337,2025-02-02,wear & tear,173.77,v1.0.0
flr-000162,ast-00259,2010-07-26,software,209.44,v1.0.0
flr-000163,ast-00290,2014-02-20,mechanical,234.54,v1.0.0
flr-000164,ast-00183,2022-10-22,mechanical,95.68,v1.0.0
flr-000165,ast-00401,2021-05-08,wear & tear,117.76,v1.0.0
flr-000166,ast-00116,2016-08-28,wear & tear,305.21,v1.0.0
flr-000167,ast-00266,2023-10-30,wear & tear,88.62,v1.0.0
flr-000168,ast-00053,2024-12-05,mechanical,6.02,v1.0.0
flr-000169,ast-00047,2024-02-01,software,35.66,v1.0.0
flr-000170,ast-00399,2025-11-30,mechanical,15.76,v1.0.0
flr-000171,ast-00373,2022-11-15,mechanical,132.46,v1.0.0
flr-000172,ast-00020,2026-03-24,electrical,159.74,v1.0.0
flr-000173,ast-00242,2018-06-30,mechanical,65.26,v1.0.0
flr-000174,ast-00092,2021-07-09,software,96.43,v1.0.0
flr-000175,ast-00281,2019-07-04,mechanical,165.64,v1.0.0
flr-000176,ast-00067,2018-09-25,wear & tear,66.52,v1.0.0
flr-000177,ast-00473,2020-05-19,electrical,279.56,v1.0.0
flr-000178,ast-00382,2022-04-23,software,233.48,v1.0.0
flr-000179,ast-00349,2009-10-30,electrical,185.12,v1.0.0
flr-000180,ast-00210,2024-01-14,electrical,88.63,v1.0.0
flr-000181,ast-00218,2024-07-14,mechanical,72.82,v1.0.0
flr-000182,ast-00019,2024-05-14,mechanical,314.59,v1.0.0
flr-000183,ast-00475,2023-04-09,software,79.53,v1.0.0
flr-000184,ast-00097,2020-04-09,wear & tear,88.94,v1.0.0
flr-000185,ast-00461,2018-11-11,wear & tear,93.1,v1.0.0
flr-000186,ast-00480,2026-01-10,wear & tear,60.35,v1.0.0
flr-000187,ast-00496,2020-06-19,mechanical,44.96,v1.0.0
flr-000188,ast-00291,2023-01-26,electrical,198.74,v1.0.0
flr-000189,ast-00047,2024-11-27,mechanical,148.59,v1.0.0
flr-000190,ast-00259,2016-03-08,wear & tear,115.25,v1.0.0
flr-000191,ast-00303,2017-05-13,mechanical,178.8,v1.0.0
flr-000192,ast-00005,2011-03-11,wear & tear,270.5,v1.0.0
flr-000193,ast-00180,2024-03-23,mechanical,108.46,v1.0.0
flr-000194,ast-00012,2023-09-28,software,147.65,v1.0.0
flr-000195,ast-00119,2025-02-25,software,30.91,v1.0.0
flr-000196,ast-00366,2021-07-19,electrical,271.27,v1.0.0
flr-000197,ast-00118,2015-05-11,mechanical,30.05,v1.0.0
flr-000198,ast-00320,2024-04-08,mechanical,143.1,v1.0.0
flr-000199,ast-00209,2021-09-05,electrical,89.21,v1.0.0
flr-000200,ast-00352,2010-11-28,mechanical,127.49,v1.0.0
flr-000201,ast-00063,2024-08-06,wear & tear,104.02,v1.0.0
flr-000202,ast-00168,2013-09-24,software,102.96,v1.0.0
flr-000203,ast-00075,2021-08-21,wear & tear,35.44,v1.0.0
flr-000204,ast-00088,2018-12-25,software,134.37,v1.0.0
flr-000205,ast-00323,2023-12-01,software,9.7,v1.0.0
flr-000206,ast-00011,2024-02-19,wear & tear,256.04,v1.0.0
flr-000207,ast-00223,2015-08-31,software,222.94,v1.0.0
flr-000208,ast-00419,2010-12-03,electrical,101.41,v1.0.0
flr-000209,ast-00168,2017-02-06,electrical,61.19,v1.0.0
flr-000210,ast-00283,2020-03-21,wear & tear,204.47,v1.0.0
flr-000211,ast-00362,2022-12-29,mechanical,131.38,v1.0.0
flr-000212,ast-00005,2018-01-03,wear & tear,131.83,v1.0.0
flr-000213,ast-00325,2025-07-09,software,251.06,v1.0.0
flr-000214,ast-00220,2025-08-27,electrical,218.41,v1.0.0
flr-000215,ast-00456,2025-06-16,mechanical,175.22,v1.0.0
flr-000216,ast-00243,2025-03-08,software,135.84,v1.0.0
flr-000217,ast-00325,2024-02-25,electrical,163.89,v1.0.0
flr-000218,ast-00118,2015-03-27,mechanical,177.75,v1.0.0
flr-000219,ast-00414,2014-02-22,software,58.26,v1.0.0
flr-000220,ast-00001,2024-12-16,electrical,55.13,v1.0.0
flr-000221,ast-00476,2010-12-03,electrical,245.48,v1.0.0
flr-000222,ast-00371,2022-09-22,electrical,124.88,v1.0.0
flr-000223,ast-00181,2026-03-17,electrical,65.28,v1.0.0
flr-000224,ast-00113,2018-05-21,mechanical,85.73,v1.0.0
flr-000225,ast-00317,2022-03-08,mechanical,63.97,v1.0.0
flr-000226,ast-00360,2022-04-21,electrical,144.1,v1.0.0
flr-000227,ast-00201,2018-09-17,mechanical,8.1,v1.0.0
flr-000228,ast-00396,2018-06-13,software,6.0,v1.0.0
flr-000229,ast-00426,2025-12-06,mechanical,103.05,v1.0.0
flr-000230,ast-00119,2022-04-04,software,91.58,v1.0.0
flr-000231,ast-00050,2015-02-01,software,156.57,v1.0.0
flr-000232,ast-00055,2025-02-18,software,151.24,v1.0.0
flr-000233,ast-00067,2015-03-12,mechanical,204.82,v1.0.0
flr-000234,ast-00071,2021-11-17,mechanical,54.1,v1.0.0
flr-000235,ast-00444,2007-08-28,electrical,33.51,v1.0.0
flr-000236,ast-00261,2025-02-12,mechanical,53.37,v1.0.0
flr-000237,ast-00267,2022-02-08,mechanical,19.49,v1.0.0
flr-000238,ast-00200,2024-08-11,electrical,77.96,v1.0.0
flr-000239,ast-00412,2015-09-12,software,114.89,v1.0.0
flr-000240,ast-00436,2026-04-16,electrical,69.08,v1.0.0
flr-000241,ast-00179,2013-01-03,electrical,114.89,v1.0.0
flr-000242,ast-00429,2025-02-19,wear & tear,9.66,v1.0.0
flr-000243,ast-00029,2015-10-26,wear & tear,28.05,v1.0.0
flr-000244,ast-00328,2024-07-04,mechanical,73.79,v1.0.0
flr-000245,ast-00496,2021-03-01,mechanical,179.72,v1.0.0
flr-000246,ast-00338,2022-04-29,mechanical,108.1,v1.0.0
flr-000247,ast-00278,2022-07-30,software,66.87,v1.0.0
flr-000248,ast-00452,2026-05-19,software,247.3,v1.0.0
flr-000249,ast-00237,2021-10-19,mechanical,32.03,v1.0.0
flr-000250,ast-00430,2020-12-20,wear & tear,130.85,v1.0.0
flr-000251,ast-00363,2025-06-27,wear & tear,124.12,v1.0.0
flr-000252,ast-00030,2025-03-04,software,208.78,v1.0.0
flr-000253,ast-00341,2022-07-24,electrical,166.62,v1.0.0
flr-000254,ast-00233,2016-01-11,software,321.2,v1.0.0
flr-000255,ast-00263,2024-11-22,software,28.91,v1.0.0
flr-000256,ast-00422,2024-05-25,software,205.99,v1.0.0
flr-000257,ast-00359,2020-06-03,software,218.66,v1.0.0
flr-000258,ast-00304,2020-09-25,wear & tear,147.58,v1.0.0
flr-000259,ast-00070,2023-12-07,mechanical,159.92,v1.0.0
flr-000260,ast-00110,2014-05-25,software,68.47,v1.0.0
flr-000261,ast-00157,2014-11-05,wear & tear,230.82,v1.0.0
flr-000262,ast-00058,2021-05-31,wear & tear,106.49,v1.0.0
flr-000263,ast-00073,2019-09-22,wear & tear,27.2,v1.0.0
flr-000264,ast-00027,2017-01-14,software,19.81,v1.0.0
flr-000265,ast-00349,2011-12-19,software,104.46,v1.0.0
flr-000266,ast-00367,2017-01-21,mechanical,196.14,v1.0.0
flr-000267,ast-00110,2025-11-15,electrical,38.67,v1.0.0
flr-000268,ast-00480,2025-11-15,wear & tear,107.11,v1.0.0
flr-000269,ast-00165,2012-06-06,electrical,114.89,v1.0.0
flr-000270,ast-00029,2020-12-15,wear & tear,221.37,v1.0.0
flr-000271,ast-00236,2019-05-02,wear & tear,113.33,v1.0.0
flr-000272,ast-00036,2015-02-21,electrical,33.31,v1.0.0
flr-000273,ast-00229,2022-09-08,wear & tear,89.9,v1.0.0
flr-000274,ast-00444,2014-08-13,software,197.27,v1.0.0
flr-000275,ast-00145,2023-08-21,electrical,43.74,v1.0.0
flr-000276,ast-00048,2023-03-08,wear & tear,41.9,v1.0.0
flr-000277,ast-00463,2026-05-19,electrical,202.08,v1.0.0
flr-000278,ast-00234,2024-08-21,mechanical,197.2,v1.0.0
flr-000279,ast-00311,2008-10-20,mechanical,26.76,v1.0.0
flr-000280,ast-00387,2023-12-05,software,51.01,v1.0.0
flr-000281,ast-00128,2023-03-15,mechanical,211.83,v1.0.0
flr-000282,ast-00206,2017-12-22,wear & tear,200.28,v1.0.0
flr-000283,ast-00143,2023-09-18,software,82.42,v1.0.0
flr-000284,ast-00409,2015-01-25,electrical,114.89,v1.0.0
flr-000285,ast-00052,2009-09-27,mechanical,321.2,v1.0.0
flr-000286,ast-00019,2025-10-08,wear & tear,210.81,v1.0.0
flr-000287,ast-00117,2026-05-19,electrical,115.52,v1.0.0
flr-000288,ast-00425,2016-03-26,electrical,54.57,v1.0.0
flr-000289,ast-00285,2023-11-25,mechanical,114.89,v1.0.0
flr-000290,ast-00449,2026-03-23,wear & tear,131.42,v1.0.0
flr-000291,ast-00316,2022-07-12,mechanical,141.78,v1.0.0
flr-000292,ast-00326,2026-05-19,mechanical,58.71,v1.0.0
flr-000293,ast-00004,2012-03-28,electrical,217.99,v1.0.0
flr-000294,ast-00379,2022-09-03,wear & tear,194.94,v1.0.0
flr-000295,ast-00198,2025-10-28,wear & tear,23.94,v1.0.0
flr-000296,ast-00421,2018-09-05,electrical,290.17,v1.0.0
flr-000297,ast-00399,2025-11-22,mechanical,114.89,v1.0.0
flr-000298,ast-00475,2026-03-26,electrical,70.13,v1.0.0
flr-000299,ast-00004,2011-05-03,electrical,34.99,v1.0.0
flr-000300,ast-00241,2019-05-30,wear & tear,294.48,v1.0.0
flr-000301,ast-00026,2025-03-05,wear & tear,77.3,v1.0.0
flr-000302,ast-00017,2025-07-22,electrical,54.19,v1.0.0
flr-000303,ast-00290,2024-10-16,mechanical,107.48,v1.0.0
flr-000304,ast-00082,2018-10-03,mechanical,164.27,v1.0.0
flr-000305,ast-00116,2015-01-11,software,42.7,v1.0.0
flr-000306,ast-00141,2025-03-01,mechanical,23.05,v1.0.0
flr-000307,ast-00479,2023-01-24,mechanical,83.95,v1.0.0
flr-000308,ast-00005,2017-03-12,wear & tear,205.59,v1.0.0
flr-000309,ast-00308,2024-06-05,mechanical,114.89,v1.0.0
flr-000310,ast-00268,2023-12-26,external,123.25,v1.0.0
flr-000311,ast-00201,2022-08-31,software,32.39,v1.0.0
flr-000312,ast-00306,2023-04-25,wear & tear,55.44,v1.0.0
flr-000313,ast-00029,2020-02-18,wear & tear,53.77,v1.0.0
flr-000314,ast-00471,2024-11-27,electrical,32.44,v1.0.0
flr-000315,ast-00374,2021-10-08,wear & tear,253.33,v1.0.0
flr-000316,ast-00463,2013-06-12,mechanical,51.85,v1.0.0
flr-000317,ast-00055,2025-10-20,wear & tear,14.15,v1.0.0
flr-000318,ast-00197,2024-01-19,software,58.67,v1.0.0
flr-000319,ast-00055,2021-03-21,mechanical,142.97,v1.0.0
flr-000320,ast-00433,2024-01-19,wear & tear,152.69,v1.0.0
flr-000321,ast-00213,2024-06-22,wear & tear,83.69,v1.0.0
flr-000322,ast-00124,2017-12-07,software,147.41,v1.0.0
flr-000323,ast-00228,2023-11-12,wear & tear,69.72,v1.0.0
flr-000324,ast-00060,2025-02-14,mechanical,61.79,v1.0.0
flr-000325,ast-00387,2026-03-27,wear & tear,114.89,v1.0.0
flr-000326,ast-00497,2023-02-16,software,38.45,v1.0.0
flr-000327,ast-00296,2018-05-27,mechanical,206.06,v1.0.0
flr-000328,ast-00263,2025-01-10,software,40.65,v1.0.0
flr-000329,ast-00138,2016-07-30,software,114.73,v1.0.0
flr-000330,ast-00092,2025-03-30,wear & tear,51.95,v1.0.0
flr-000331,ast-00472,2011-08-11,wear & tear,150.71,v1.0.0
flr-000332,ast-00329,2018-06-11,wear & tear,32.54,v1.0.0
flr-000333,ast-00082,2024-01-10,electrical,38.45,v1.0.0
flr-000334,ast-00402,2024-06-01,mechanical,87.51,v1.0.0
flr-000335,ast-00305,2021-07-29,wear & tear,91.68,v1.0.0
flr-000336,ast-00366,2018-04-10,mechanical,265.34,v1.0.0
flr-000337,ast-00252,2024-04-18,electrical,103.89,v1.0.0
flr-000338,ast-00498,2013-03-18,wear & tear,41.41,v1.0.0
flr-000339,ast-00291,2025-06-02,mechanical,115.34,v1.0.0
flr-000340,ast-00280,2017-04-05,electrical,114.89,v1.0.0
flr-000341,ast-00124,2020-10-23,wear & tear,108.85,v1.0.0
flr-000342,ast-00276,2019-11-04,wear & tear,167.18,v1.0.0
flr-000343,ast-00163,2023-05-18,wear & tear,70.62,v1.0.0
flr-000344,ast-00441,2024-03-15,electrical,11.81,v1.0.0
flr-000345,ast-00163,2023-10-27,mechanical,184.44,v1.0.0
flr-000346,ast-00142,2022-02-17,wear & tear,145.8,v1.0.0
flr-000347,ast-00169,2018-09-28,mechanical,318.21,v1.0.0
flr-000348,ast-00092,2020-04-13,software,69.54,v1.0.0
flr-000349,ast-00419,2026-02-27,mechanical,56.53,v1.0.0
flr-000350,ast-00488,2019-11-15,mechanical,62.25,v1.0.0
flr-000351,ast-00155,2023-07-13,wear & tear,136.28,v1.0.0
flr-000352,ast-00053,2025-11-22,mechanical,106.76,v1.0.0
flr-000353,ast-00113,2021-08-18,wear & tear,158.66,v1.0.0
flr-000354,ast-00472,2012-10-22,mechanical,79.33,v1.0.0
flr-000355,ast-00222,2017-05-27,mechanical,211.93,v1.0.0
flr-000356,ast-00155,2024-09-08,electrical,137.47,v1.0.0
flr-000357,ast-00285,2023-10-18,mechanical,128.56,v1.0.0
flr-000358,ast-00075,2025-11-22,wear & tear,147.0,v1.0.0
flr-000359,ast-00177,2013-08-24,wear & tear,286.8,v1.0.0
flr-000360,ast-00230,2024-12-05,software,33.4,v1.0.0
flr-000361,ast-00122,2018-02-13,wear & tear,57.69,v1.0.0
flr-000362,ast-00252,2022-07-31,mechanical,179.2,v1.0.0
flr-000363,ast-00076,2022-07-12,mechanical,9.39,v1.0.0
flr-000364,ast-00298,2024-08-21,electrical,161.51,v1.0.0
flr-000365,ast-00432,2021-08-03,mechanical,50.46,v1.0.0
flr-000366,ast-00319,2020-10-28,mechanical,112.96,v1.0.0
flr-000367,ast-00429,2025-02-12,mechanical,6.0,v1.0.0
flr-000368,ast-00263,2024-12-12,electrical,38.57,v1.0.0
flr-000369,ast-00459,2024-04-10,mechanical,115.83,v1.0.0
flr-000370,ast-00356,2024-06-09,wear & tear,211.42,v1.0.0
flr-000371,ast-00485,2015-09-04,electrical,111.25,v1.0.0
flr-000372,ast-00047,2025-05-09,electrical,135.63,v1.0.0
flr-000373,ast-00151,2014-12-14,mechanical,216.8,v1.0.0
flr-000374,ast-00205,2014-08-29,software,71.94,v1.0.0
flr-000375,ast-00132,2019-11-07,wear & tear,78.56,v1.0.0
flr-000376,ast-00375,2018-12-23,mechanical,89.45,v1.0.0
flr-000377,ast-00413,2018-10-29,external,178.07,v1.0.0
flr-000378,ast-00400,2022-11-17,wear & tear,155.23,v1.0.0
flr-000379,ast-00152,2024-06-04,mechanical,100.18,v1.0.0
flr-000380,ast-00141,2023-02-08,external,98.33,v1.0.0
flr-000381,ast-00168,2026-04-22,electrical,37.69,v1.0.0
flr-000382,ast-00138,2021-07-27,software,78.9,v1.0.0
flr-000383,ast-00263,2025-09-11,electrical,111.7,v1.0.0
flr-000384,ast-00288,2021-12-24,wear & tear,87.12,v1.0.0
flr-000385,ast-00436,2024-07-17,software,98.23,v1.0.0
flr-000386,ast-00250,2019-01-27,mechanical,264.33,v1.0.0
flr-000387,ast-00083,2021-03-22,mechanical,40.73,v1.0.0
flr-000388,ast-00252,2025-01-28,mechanical,17.15,v1.0.0
flr-000389,ast-00005,2025-07-05,wear & tear,319.79,v1.0.0
flr-000390,ast-00267,2023-12-14,electrical,240.54,v1.0.0
flr-000391,ast-00239,2015-08-10,electrical,217.18,v1.0.0
flr-000392,ast-00044,2025-02-23,wear & tear,106.82,v1.0.0
flr-000393,ast-00401,2023-03-24,mechanical,11.85,v1.0.0
flr-000394,ast-00033,2025-07-12,software,21.8,v1.0.0
flr-000395,ast-00218,2016-01-04,electrical,248.51,v1.0.0
flr-000396,ast-00001,2010-10-18,software,168.29,v1.0.0
flr-000397,ast-00408,2016-10-12,software,213.49,v1.0.0
flr-000398,ast-00484,2019-05-07,mechanical,186.71,v1.0.0
flr-000399,ast-00087,2025-10-07,software,14.93,v1.0.0
flr-000400,ast-00267,2017-01-01,mechanical,210.18,v1.0.0
flr-000401,ast-00041,2026-04-28,mechanical,126.92,v1.0.0
flr-000402,ast-00054,2009-10-24,wear & tear,86.0,v1.0.0
flr-000403,ast-00241,2017-12-03,wear & tear,143.01,v1.0.0
flr-000404,ast-00469,2022-01-13,software,145.77,v1.0.0
